id,topic,quote,author,page,source_title,source_file
620,"FRIENDS, FRIENDSHIP","True friendship can harbor no suspicion; a friend must speak to a friend as freely as to his second self. Jerome There is no true friendship, Lord, except between those whom You bind together. … If your delight is in souls, my friends, let them be loved in God, for they too are changeable, and they will perish and pass away if they are not firmly established in Him. In Him, then, let them be loved; and draw to Him along with you as many souls as you can.",Augustine of Hippo,166,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
621,"FRIENDS, FRIENDSHIP","Blessed are those who love You, Lord, and their friends in You. For they are the only ones who will never lose anyone dear to them, since all who are dear to them are in You, our God, who can never be lost.",Augustine of Hippo,166,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
622,"FRIENDS, FRIENDSHIP",My soul and his soul were but one soul in two bodies.,Augustine of Hippo,166,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
623,"FRIENDS, FRIENDSHIP","Whether you like it or not, you will always grow apart from other human beings. But Christ is faithful and will always be with you.",John of God,166,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
624,"FRIENDS, FRIENDSHIP",What a great favor God does to those whom He places in the company of good people!,Teresa of Avila,167,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
625,"FRIENDS, FRIENDSHIP","If the bond of your communion is love, devotion, and Christian perfection, then your friendship will be precious indeed: precious because it has its origin in God, because it is maintained in God, and because it will endure forever in Him.",Francis de Sales,167,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
626,"FRIENDS, FRIENDSHIP",It is a kind of death to leave a place where one is well known and has friends.,Claude de la Colombiere,167,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
627,"FRIENDS, FRIENDSHIP","The accidents of life separate us from our dearest friends, but let us not despair. God is like a looking glass in which souls see each other. The more we are united to Him by love, the nearer we are to those who belong to Him.",Elizabeth Ann Seton,167,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
628,FRIENDSHIP WITH GOD,"Intimacy with the Lord is not a matter of physical kinship; rather, it is achieved by cheerful readiness to do the will of God.",Basil the Great,168,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
629,FRIENDSHIP WITH GOD,True perfection consists in having but one fear: the fear of losing God’s friendship.,Gregory of Nyssa,168,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
630,FRIENDSHIP WITH GOD,We regard falling from God’s friendship as the only thing to be feared and we consider becoming God’s friend the only thing worthy of honor and desire.,Pope Gregory the Great,168,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
631,FRIENDSHIP WITH GOD,"Mental prayer is nothing else … but being on terms of friendship with God, frequently conversing in secret with Him.",Teresa of Avila,168,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
632,FRIENDSHIP WITH GOD,"A prayer said after a cart in which she was riding overturned on a journey to found a Carmelite convent: No wonder You have so few friends, since this is the way You treat them!",Teresa of Avila,168,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
633,FRIENDSHIP WITH GOD,"Take God for your Spouse and Friend and walk with Him continually, and you will not sin and will learn to love, and the things you must do will work out prosperously for you.",John of the Cross,168,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
634,FRIENDSHIP WITH GOD,The Cross is the gift God makes to His friends.,John Vianney,168,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
635,FRIENDSHIP WITH GOD,I have such a marvelous friend. I make myself content with God when I am not content with myself.,Miguel of Ecuador,168,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
636,FRIENDSHIP WITH GOD,"Be not like those who are before [God] like a slave, and wait the end of their duty of obligation to find their liberty and pleasure in leaving Him.",Elizabeth Ann Seton,169,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
637,GAMBLING,The Devil invented gambling.,Augustine of Hippo,170,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
638,GENTLENESS,"Nothing is so strong as gentleness, nothing so gentle as real strength.",Francis de Sales,171,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
639,GENTLENESS,"I have never succeeded when I have spoken with the faintest suspicion of hardness. One must be ever on one’s guard not to embitter the heart, if one wishes to move the mind.",Vincent de Paul,171,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
640,"GIFTS, GIVING",Small vessels may hold great gifts.,Ephraem the Syrian,172,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
641,"GIFTS, GIVING",I do not lend. I give. Hasn’t the good God been the first to give to me?,John Vianney,172,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
642,GLUTTONY,"If a king wants to take a city whose citizens are hostile, he first captures their food and water, and when they are starving he subdues them. So it is with gluttony. If a man is earnest in fasting and making himself hungry, the enemies that trouble his soul will grow weak.",John the Short,173,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
643,GLUTTONY,"The necessity [of eating and drinking] is sweet to me, and against this sweetness must I fight, so that I might not be made captive by it. … This much You have taught me: that I must look upon food as medicine.",Augustine of Hippo,173,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
644,GLUTTONY,"Gluttony is hypocrisy of the stomach. Filled, it moans that there isn’t enough; stuffed and crammed, it wails that it’s still hungry. Gluttony thinks up seasonings, creates sweet recipes. Stop one urge, and out bursts another.",John Climacus,173,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
645,GLUTTONY,It is impossible to engage in spiritual conflict unless the appetite has first been subdued.,Pope Gregory the Great,173,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
646,GLUTTONY,Irrational feeding darkens the soul and makes it unfit for spiritual experiences.,Thomas Aquinas,173,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
647,GLUTTONY,"If we see men die from famine in some year of scarcity, we consider it a serious matter. … But in times of abundance, every year there are many people who die of gluttony. Yet we take no heed of that at all, and we blame the sickness for the death it caused, rather than blaming gluttony for the sickness it caused.",Thomas More,173,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
648,GLUTTONY,"If men would examine how many are killed with weapons and how many eat and drink themselves to death, there would be found more dead from the cup and the kitchen than from the thrust of a sword.",Thomas More,173,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
649,GLUTTONY,"It is almost certain that excess in eating is the cause of almost all the diseases of the body, but its effects on the soul are even more disastrous.",Alphonsus Liguori,174,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
650,GLUTTONY,"Never rise from the table without having given due thanks to the Lord. If we act in this way, we need have no fear of the wretched sin of gluttony.",Padre Pio of Pietrelcina,174,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
651,GOD,Nothing is impossible to God except for lying.,Pope Clement,175,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
652,GOD,"I God is not contained, but is Himself the place of everything.",Theophilus of Antioch,175,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
653,GOD,Ten thousand names would not suffice You!,Ephraem the Syrian,175,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
654,GOD,"Of God, we cannot say all that ought to be said. … In those matters that concern God, to confess our ignorance is already great knowledge.",Cyril of Jerusalem,175,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
655,GOD,There is no one name sufficiently broad to take in the whole nature of God.,Basil the Great,175,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
656,GOD,"To speak of the Godhead is, I know, like trying to cross the ocean on a raft, or trying to fly to the stars on a little bird’s wings.",Gregory Nazianzen,175,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
657,GOD,"God always was, and is, and will be; or better, He always is: “Was” and “will be” are portions of time as we reckon it, and are of a changing nature. He, however, is ever existing. … He gathers in Himself the whole of being, because He neither has beginning nor will He have an end. He is like some great Sea of Being, limitless and unbounded, transcending every conception of time and nature.",Gregory Nazianzen,175,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
658,GOD,"We therefore call God Himself the indescribable, the unfathomable, the invisible, the incomprehensible, the One who surpasses the power of the human tongue, who exceeds the comprehension of the mortal mind, who is inscrutable even to the angels, who is unseen by the seraphim, who is unfathomable to the cherubim, who is invisible to principalities, powers, and virtues, and to every creature without exception, known by the Son alone and the Holy Spirit.",John Chrysostom,175,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
659,GOD,"What is impossible to God? Not that which is difficult to His power, but that which is contrary to His nature.",Ambrose of Milan,176,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
660,GOD,"For who is lord but our Lord? Or who is God besides our God? Most high, most excellent, most mighty, most omnipotent; most merciful and most just; most hidden and most near; most beautiful and most strong; constant, yet incomprehensible; unchangeable, yet changing all things; never new, never old; renewing all things, yet bringing old age upon the proud, without their knowing it; always working, yet always at rest; gathering, yet needing nothing; upholding, filling, and protecting; creating, nourishing, and perfecting; still seeking, though You lack nothing. You love, but are not agitated by Your love; You are jealous, yet free from care; You are angry, yet You remain tranquil. … Can anyone who speaks of You ever say enough?",Augustine of Hippo,176,A Dictionary of Quotes from the Saints,"A Dictionary of Quotes From th - Thigpen, Paul_6247.pdf"
